id,gender,age,education,field_of_studies,is_studying,county,relative_wage,years_since_job_change,years_of_experience,hours_of_training,is_certified,size_of_company,type_of_company,willing_to_change_job
7393,Unknown,36,higher_BSc,science,no,county_028,151.34,3,15,64,1,50-99,private_company,No
7394,Unknown,24,higher_BSc,science,no,county_043,91.33,1,2,30,0,unknown,no_information,Yes
7395,Male,27,higher_BSc,science,full_time,county_119,142.31,never_changed,5,102,0,unknown,no_information,No
7396,Unknown,20,higher_MSc,science,full_time,county_103,138.24,1,1,109,1,10-49,private_company,No
7397,Unknown,24,higher_BSc,science,no,county_059,110.45,unknown,3,22,0,unknown,no_information,Yes
7398,Female,35,higher_MSc,science,no,county_022,133.46,2,14,47,1,100-500,startup_with_funding,No
7399,Unknown,27,secondary,no_information,no,county_110,163.9,1,3,56,0,50-99,private_company,No
7400,Male,45,higher_BSc,science,no,county_075,161.07,>4,>20,66,1,<10,private_company,No
7401,Other,41,higher_BSc,science,no,county_119,142.31,3,18,37,1,50-99,private_company,Yes
7402,Male,31,higher_MSc,science,no,county_074,162.84,1,7,22,1,unknown,no_information,Yes
7403,Male,34,higher_BSc,science,no,county_022,133.46,2,12,17,1,100-500,NGO,No
7404,Male,50,Phd,science,no,county_118,162.84,>4,>20,14,0,50-99,private_company,No
7405,Male,28,higher_BSc,science,no,county_118,162.84,1,8,17,1,unknown,NGO,No
7406,Unknown,27,higher_BSc,science,no,county_059,110.45,1,6,20,1,100-500,private_company,Yes
7407,Male,32,higher_BSc,science,no,county_022,133.46,1,12,71,1,50-99,private_company,No
7408,Male,29,higher_BSc,science,full_time,county_059,110.45,1,9,74,1,100-500,private_company,Yes
7409,Male,31,higher_BSc,science,part_time,county_093,158.77,1,10,26,1,10000+,private_company,No
7410,Female,25,higher_BSc,science,no,county_028,151.34,1,4,5,1,<10,no_information,No
7411,Male,28,higher_BSc,science,no,county_117,163.55,2,5,6,1,50-99,no_information,No
7412,Male,27,higher_BSc,science,no,county_075,161.07,>4,7,56,1,5000-9999,public_sector,Yes
7413,Unknown,37,secondary,no_information,no,county_118,162.84,1,18,80,1,10000+,private_company,No
7414,Male,35,no_information,no_information,no,county_049,158.06,4,12,11,1,50-99,private_company,No
7415,Male,32,higher_BSc,science,no,county_074,162.84,2,7,2,1,10-49,startup_with_funding,No
7416,Unknown,32,higher_BSc,science,full_time,county_118,162.84,1,8,196,0,unknown,public_sector,No
7417,Male,49,higher_BSc,science,no,county_041,157.53,1,>20,192,1,unknown,no_information,No
7418,Male,31,higher_MSc,science,full_time,county_092,147.97,1,7,45,1,unknown,no_information,No
7419,Male,38,Phd,science,no,county_053,166.2,2,14,13,1,10-49,startup_with_funding,No
7420,Male,26,no_information,no_information,no_information,county_021,102.48,1,2,13,0,unknown,no_information,No
7421,Unknown,29,secondary,no_information,full_time,county_001,161.96,1,5,72,0,10-49,private_company,No
7422,Male,26,secondary,no_information,no,county_028,151.34,never_changed,3,31,0,unknown,no_information,No
7423,Male,32,higher_MSc,science,no,county_118,162.84,2,10,20,1,500-999,private_company,No
7424,Male,25,higher_BSc,other,no,county_099,93.28,never_changed,3,28,0,unknown,no_information,No
7425,Unknown,29,higher_BSc,science,no,county_118,162.84,1,5,156,1,10000+,private_company,No
7426,Male,49,higher_MSc,science,no,county_108,131.51,>4,>20,192,0,10000+,private_company,No
7427,Unknown,25,higher_BSc,science,full_time,county_109,139.65,1,1,3,0,10000+,private_company,No
7428,Male,26,higher_BSc,science,no,county_074,162.84,>4,6,25,0,10000+,private_company,No
7429,Male,35,higher_BSc,science,no,county_117,163.55,1,15,10,1,<10,private_company,No
7430,Male,31,higher_BSc,other,no,county_074,162.84,4,11,9,1,unknown,no_information,Yes
7431,Male,29,higher_BSc,science,no,county_012,122.66,3,7,4,1,<10,private_company,No
7432,Male,47,higher_MSc,science,no,county_086,130.98,1,>20,72,1,unknown,no_information,Yes
7433,Unknown,26,higher_MSc,science,no,county_118,162.84,2,6,28,1,unknown,private_company,No
7434,Unknown,28,primary,no_information,full_time,county_082,121.95,1,4,42,0,unknown,no_information,Yes
7435,Male,39,higher_MSc,other,no,county_122,158.42,>4,17,52,1,50-99,startup_wo_funding,No
7436,Male,33,higher_BSc,science,no,county_022,133.46,>4,13,9,1,100-500,public_sector,No
7437,Unknown,27,higher_BSc,science,full_time,county_102,130.63,2,4,75,1,50-99,startup_wo_funding,Yes
7438,Male,30,higher_MSc,science,full_time,county_118,162.84,1,8,32,0,10000+,private_company,No
7439,Female,29,higher_BSc,science,no,county_118,162.84,1,6,46,1,10000+,private_company,No
7440,Unknown,31,higher_BSc,science,full_time,county_082,121.95,4,6,54,1,50-99,private_company,No
7441,Male,47,higher_MSc,science,no,county_034,153.28,2,>20,78,1,100-500,private_company,No
7442,Male,49,higher_BSc,science,no,county_053,166.2,2,>20,36,1,100-500,private_company,No
7443,Unknown,37,higher_MSc,science,no,county_038,158.59,never_changed,17,44,1,unknown,no_information,No
7444,Unknown,45,higher_BSc,other,full_time,county_059,110.45,>4,>20,47,1,50-99,private_company,No
7445,Male,26,higher_BSc,science,part_time,county_121,157,never_changed,2,36,0,unknown,no_information,No
7446,Male,23,secondary,no_information,full_time,county_070,163.02,3,4,21,0,unknown,no_information,Yes
7447,Male,30,higher_MSc,science,no,county_049,158.06,>4,10,222,1,1000-4999,private_company,No
7448,Male,23,higher_BSc,business,part_time,county_021,102.48,1,1,104,0,unknown,no_information,Yes
7449,Female,44,higher_BSc,science,no,county_075,161.07,1,20,4,1,50-99,private_company,Yes
7450,Male,27,secondary,no_information,full_time,county_040,134.87,2,2,36,1,<10,startup_with_funding,No
7451,Male,24,secondary,no_information,no,county_053,166.2,3,3,55,0,100-500,no_information,No
7452,Male,22,higher_BSc,science,no,county_110,163.9,1,3,86,0,1000-4999,public_sector,No
7453,Male,44,higher_BSc,other,no,county_118,162.84,1,>20,26,1,100-500,private_company,No
7454,Male,36,higher_BSc,science,no,county_118,162.84,2,16,17,1,10000+,private_company,Yes
7455,Male,27,higher_BSc,science,no,county_074,162.84,1,4,100,1,<10,startup_with_funding,No
7456,Unknown,22,secondary,no_information,full_time,county_059,110.45,never_changed,2,15,0,unknown,no_information,Yes
7457,Male,31,higher_MSc,science,no,county_110,163.9,1,11,82,1,100-500,startup_with_funding,No
7458,Male,34,higher_MSc,science,no,county_052,123.55,never_changed,9,47,1,100-500,private_company,No
7459,Male,48,higher_BSc,science,no,county_020,166.2,>4,>20,67,1,5000-9999,private_company,No
7460,Unknown,22,secondary,no_information,part_time,county_094,123.55,2,2,47,0,unknown,no_information,Yes
7461,Male,28,secondary,no_information,no_information,county_028,151.34,never_changed,4,63,0,unknown,no_information,No
7462,Unknown,26,higher_BSc,science,full_time,county_059,110.45,1,1,2,0,500-999,private_company,Yes
7463,Male,25,higher_BSc,science,full_time,county_110,163.9,1,1,139,0,10-49,startup_with_funding,Yes
7464,Unknown,24,higher_BSc,science,no,county_102,130.63,unknown,4,23,1,10-49,private_company,No
7465,Male,25,higher_BSc,science,full_time,county_044,99.65,1,5,119,0,5000-9999,private_company,Yes
7466,Male,25,higher_BSc,arts,no,county_020,166.2,1,3,49,1,unknown,no_information,No
7467,Male,46,higher_BSc,science,no,county_110,163.9,>4,>20,42,1,50-99,private_company,No
7468,Male,33,higher_BSc,science,no,county_024,156.47,1,12,98,1,<10,startup_wo_funding,No
7469,Male,29,higher_BSc,other,no,county_118,162.84,1,4,16,0,unknown,no_information,No
7470,Unknown,30,higher_BSc,science,full_time,county_059,110.45,never_changed,6,6,1,100-500,no_information,Yes
7471,Male,28,higher_MSc,science,no,county_108,131.51,1,8,48,0,10000+,no_information,No
7472,Male,45,higher_BSc,science,no,county_117,163.55,4,>20,50,1,1000-4999,NGO,No
7473,Male,24,higher_MSc,humanities,no,county_075,161.07,1,4,21,1,10000+,private_company,No
7474,Male,45,higher_BSc,science,no,county_118,162.84,>4,20,7,0,50-99,private_company,No
7475,Female,21,higher_BSc,science,no,county_118,162.84,never_changed,1,9,1,500-999,no_information,No
7476,Male,41,higher_BSc,science,no,county_110,163.9,3,20,84,1,100-500,private_company,No
7477,Unknown,23,secondary,no_information,no,county_075,161.07,1,4,13,0,10-49,private_company,No
7478,Unknown,22,higher_MSc,science,full_time,county_093,158.77,never_changed,1,61,0,unknown,public_sector,Yes
7479,Male,33,higher_BSc,business,no,county_118,162.84,>4,12,16,1,50-99,private_company,No
7480,Male,24,higher_BSc,science,no,county_003,163.72,2,5,30,1,10-49,private_company,No
7481,Unknown,36,higher_MSc,science,no,county_059,110.45,3,16,91,1,10-49,private_company,Yes
7482,Unknown,20,higher_MSc,business,full_time,county_028,151.34,never_changed,1,11,0,500-999,private_company,No
7483,Male,45,higher_BSc,science,no,county_118,162.84,>4,>20,26,1,1000-4999,public_sector,No
7484,Male,25,no_information,no_information,full_time,county_022,133.46,1,1,57,0,unknown,no_information,No
7485,Male,30,higher_BSc,humanities,no,county_074,162.84,1,7,102,1,unknown,no_information,Yes
7486,Male,44,higher_BSc,other,no,county_118,162.84,1,>20,94,1,50-99,private_company,No
7487,Male,48,higher_BSc,science,no,county_118,162.84,1,>20,60,1,unknown,private_company,No
7488,Male,28,higher_BSc,science,no,county_112,97.35,2,4,29,1,5000-9999,public_sector,Yes
7489,Male,30,higher_BSc,science,no,county_118,162.84,2,6,25,1,50-99,no_information,No
7490,Female,32,higher_BSc,science,no,county_020,166.2,>4,9,148,1,50-99,private_company,No
7491,Male,32,higher_MSc,science,no,county_075,161.07,>4,10,50,1,500-999,private_company,No
7492,Male,35,higher_BSc,science,no,county_059,110.45,never_changed,11,85,1,10000+,private_company,Yes
7493,Male,50,secondary,no_information,no,county_053,166.2,>4,>20,92,1,unknown,no_information,No
7494,Male,26,higher_BSc,science,no,county_020,166.2,1,3,138,1,10-49,startup_wo_funding,No
7495,Female,25,higher_BSc,humanities,no,county_118,162.84,1,3,13,0,100-500,private_company,Yes
7496,Female,36,higher_MSc,science,no,county_046,137.35,2,15,25,1,1000-4999,private_company,No
7497,Unknown,26,primary,no_information,no,county_118,162.84,never_changed,2,18,0,unknown,no_information,No
7498,Unknown,48,higher_BSc,science,no,county_118,162.84,2,>20,102,1,<10,private_company,No
7499,Male,39,higher_BSc,science,no,county_075,161.07,2,20,44,1,<10,startup_wo_funding,No
7500,Unknown,34,higher_BSc,business,no,county_118,162.84,2,10,15,1,10000+,private_company,No
7501,Female,35,higher_MSc,science,full_time,county_075,161.07,3,15,33,0,50-99,public_sector,No
7502,Male,24,higher_MSc,science,part_time,county_021,102.48,1,4,64,1,500-999,private_company,No
7503,Male,34,higher_MSc,science,no,county_093,158.77,1,10,69,1,100-500,startup_with_funding,No
7504,Unknown,32,higher_MSc,science,no,county_108,131.51,1,7,30,0,unknown,private_company,No
7505,Unknown,36,higher_MSc,science,no,county_059,110.45,never_changed,12,306,0,<10,startup_wo_funding,No
7506,Male,32,higher_BSc,science,no,county_010,123.55,1,13,68,1,unknown,no_information,No
7507,Unknown,49,higher_MSc,science,no,county_110,163.9,1,>20,68,1,unknown,no_information,No
7508,Unknown,33,higher_BSc,science,no,county_029,141.95,1,10,5,0,10000+,private_company,No
7509,Male,44,higher_MSc,science,no,county_092,147.97,>4,>20,10,1,10000+,private_company,Yes
7510,Female,26,higher_BSc,science,full_time,county_028,151.34,2,3,17,0,unknown,no_information,Yes
7511,Male,23,higher_BSc,humanities,no,county_118,162.84,1,3,18,1,50-99,startup_with_funding,No
7512,Male,24,secondary,no_information,no,county_074,162.84,1,1,22,0,unknown,no_information,Yes
7513,Male,34,higher_MSc,science,no,county_024,156.47,>4,14,10,1,50-99,private_company,No
7514,Male,30,higher_BSc,science,no,county_075,161.07,>4,11,51,1,10000+,private_company,Yes
7515,Male,27,higher_MSc,science,part_time,county_093,158.77,4,6,16,1,50-99,private_company,No
7516,Unknown,29,higher_BSc,science,no,county_059,110.45,3,4,18,1,10000+,private_company,No
7517,Unknown,30,secondary,no_information,no,county_120,98.77,never_changed,6,31,0,unknown,no_information,Yes
7518,Male,35,higher_MSc,science,no,county_110,163.9,>4,10,21,1,10-49,private_company,No
7519,Male,35,higher_MSc,science,no,county_059,110.45,2,14,86,1,50-99,private_company,No
7520,Unknown,39,secondary,no_information,no,county_121,157,>4,16,178,1,500-999,private_company,No
7521,Male,40,higher_MSc,science,no,county_118,162.84,>4,16,50,1,10000+,private_company,No
7522,Male,44,higher_MSc,science,no,county_110,163.9,>4,20,64,1,10000+,private_company,No
7523,Male,32,higher_BSc,science,no,county_118,162.84,4,12,62,1,5000-9999,private_company,No
7524,Male,33,higher_BSc,science,no,county_118,162.84,2,10,24,1,100-500,private_company,No
7525,Female,26,higher_BSc,science,full_time,county_011,163.37,1,4,206,0,10000+,no_information,No
7526,Unknown,35,higher_BSc,science,no,county_062,120.71,unknown,12,51,1,unknown,no_information,Yes
7527,Male,35,higher_MSc,science,no,county_118,162.84,2,15,64,1,5000-9999,private_company,No
7528,Male,28,no_information,no_information,full_time,county_059,110.45,never_changed,3,53,0,unknown,private_company,Yes
7529,Male,25,higher_BSc,science,part_time,county_059,110.45,never_changed,2,77,0,unknown,no_information,Yes
7530,Male,35,primary,no_information,no,county_117,163.55,2,15,58,1,100-500,private_company,No
7531,Male,33,higher_BSc,science,no,county_059,110.45,1,10,41,1,<10,private_company,Yes
7532,Female,29,higher_MSc,science,no,county_074,162.84,1,7,146,1,50-99,no_information,No
7533,Male,38,higher_BSc,science,full_time,county_118,162.84,2,15,94,1,1000-4999,private_company,No
7534,Unknown,35,higher_BSc,science,no,county_118,162.84,4,15,96,1,10000+,private_company,No
7535,Unknown,25,higher_BSc,science,full_time,county_059,110.45,unknown,4,160,0,unknown,no_information,No
7536,Male,28,secondary,no_information,no,county_006,122.31,2,3,8,0,unknown,no_information,No
7537,Male,31,higher_BSc,science,no,county_059,110.45,3,10,58,1,1000-4999,private_company,No
7538,Male,32,higher_MSc,science,no,county_068,155.41,1,11,6,1,100-500,no_information,No
7539,Male,29,higher_BSc,science,no,county_059,110.45,1,6,17,0,100-500,startup_with_funding,Yes
7540,Male,24,no_information,no_information,full_time,county_074,162.84,2,5,109,1,10000+,private_company,No
7541,Male,32,higher_BSc,science,no,county_074,162.84,>4,11,214,1,50-99,private_company,No
7542,Unknown,28,secondary,no_information,no,county_121,157,1,6,30,1,50-99,private_company,No
7543,Male,27,higher_BSc,science,part_time,county_118,162.84,1,5,17,1,<10,startup_wo_funding,Yes
7544,Unknown,33,higher_BSc,science,no,county_038,158.59,2,8,32,1,<10,public_sector,No
7545,Male,49,secondary,no_information,no,county_118,162.84,2,>20,18,1,5000-9999,private_company,No
7546,Male,48,higher_BSc,humanities,no,county_118,162.84,1,>20,18,0,unknown,no_information,Yes
7547,Male,26,higher_BSc,science,no,county_099,93.28,1,3,62,1,1000-4999,public_sector,Yes
7548,Male,46,higher_BSc,science,no,county_118,162.84,>4,>20,64,1,1000-4999,private_company,No
7549,Female,31,higher_BSc,science,no,county_118,162.84,2,6,310,1,50-99,startup_wo_funding,No
7550,Male,48,higher_BSc,science,no,county_118,162.84,4,>20,12,1,100-500,private_company,No
7551,Unknown,21,higher_BSc,science,no_information,county_059,110.45,3,<1,13,0,unknown,no_information,Yes
7552,Male,25,higher_BSc,science,part_time,county_118,162.84,1,<1,38,0,unknown,no_information,Yes
7553,Male,26,primary,no_information,no,county_118,162.84,1,7,94,0,unknown,no_information,No
7554,Unknown,36,higher_BSc,humanities,no,county_118,162.84,2,13,143,1,500-999,private_company,No
7555,Male,48,secondary,no_information,no,county_110,163.9,>4,>20,18,1,100-500,private_company,No
7556,Male,40,higher_BSc,humanities,no,county_118,162.84,1,15,40,1,<10,startup_with_funding,Yes
7557,Male,31,higher_BSc,science,no,county_118,162.84,3,9,68,1,unknown,no_information,Yes
7558,Female,41,higher_BSc,humanities,no,county_011,163.37,1,18,13,1,unknown,no_information,Yes
7559,Male,41,higher_BSc,science,no,county_059,110.45,2,20,9,1,10-49,private_company,No
7560,Male,36,higher_MSc,science,no,county_110,163.9,4,13,52,1,500-999,startup_with_funding,No
7561,Male,41,higher_MSc,science,full_time,county_118,162.84,1,17,32,0,unknown,no_information,Yes
7562,Male,46,higher_MSc,other,no,county_074,162.84,>4,>20,34,0,100-500,public_sector,No
7563,Male,33,higher_BSc,science,no,county_075,161.07,3,10,32,1,50-99,private_company,No
7564,Male,27,higher_BSc,science,part_time,county_078,136.11,1,5,11,1,10000+,private_company,No
7565,Unknown,48,higher_MSc,science,no,county_118,162.84,4,>20,87,1,unknown,no_information,Yes
7566,Male,35,higher_BSc,science,no,county_118,162.84,>4,15,8,0,100-500,private_company,No
7567,Female,44,higher_BSc,science,no,county_020,166.2,1,>20,94,1,100-500,private_company,No
7568,Unknown,24,secondary,no_information,full_time,county_017,102.48,never_changed,3,94,0,unknown,no_information,No
7569,Male,30,higher_BSc,science,no,county_009,163.72,1,6,270,1,50-99,private_company,Yes
7570,Unknown,23,higher_BSc,arts,no,county_118,162.84,3,unknown,34,0,unknown,private_company,No
7571,Male,24,secondary,no_information,no,county_118,162.84,never_changed,1,200,0,unknown,no_information,No
7572,Female,35,higher_BSc,other,no,county_075,161.07,3,14,56,0,50-99,private_company,No
7573,Male,29,higher_BSc,science,full_time,county_118,162.84,1,5,54,1,<10,startup_wo_funding,No
7574,Male,38,higher_BSc,science,no,county_118,162.84,3,15,61,1,100-500,private_company,No
7575,Unknown,30,higher_BSc,science,no,county_077,135.58,2,6,33,1,1000-4999,private_company,No
7576,Male,28,higher_MSc,science,no,county_059,110.45,never_changed,8,60,1,10-49,private_company,Yes
7577,Male,28,higher_BSc,science,no,county_075,161.07,>4,8,24,1,5000-9999,private_company,No
7578,Male,27,higher_BSc,science,full_time,county_075,161.07,never_changed,4,86,0,unknown,no_information,No
